trait_id,career_name,O,C,E,A,N
2296,Chehalis-Assistant to Director of Business & Operations 2018-2019,0.54,0.77,0.95,0.81,0.62
2297, Ground Operations Agent $15/hr,0.47,0.78,0.76,0.92,0.53
2298, Family Relations Coord,0.63,0.62,0.63,0.7,0.5
2299, Technical Sales Support--San Jose,0.69,0.71,0.88,0.91,0.56
2300,IT Operations Technical Support 2,0.46,0.71,0.73,0.85,0.7
2301,Reservations Agent - Call Center and Work from Home Program,0.61,0.73,0.69,0.62,0.51
2302,TEMP - Court Services Assistant,0.72,0.73,0.58,0.62,0.47
2303," Inspector, Signage and Field Operations",0.36,0.82,0.82,0.88,0.65
2304, Engagement Specialist - Operations,0.48,0.78,0.68,0.94,0.67
2305," Talent Partner, Customer Experience",0.94,0.45,0.59,0.61,0.46
2306, Payments Assistant,0.7,0.57,0.72,0.66,0.54
2307, Data Assistant (Entry-Level),0.84,0.77,0.43,0.58,0.28
2308,Director Broadcast Operations,0.67,0.83,0.9,0.87,0.59
2309,Bookseller - Part-Time,0.97,0.47,0.71,0.7,0.44
2310,"Live Events Producer, Audiovisual Operations",0.43,0.8,0.84,0.91,0.69
2311,Operations Assistant,0.39,0.84,0.81,0.94,0.62
2312,Technical Support Representative,0.46,0.87,0.81,0.82,0.67
2313, Administrative Specialist II,0.43,0.75,0.82,0.89,0.66
2314,Intern - IT Operations (Fall 2018),0.4,0.7,0.75,0.82,0.65
2315, Technical Support III (L3) (201318),0.41,0.79,0.67,0.86,0.66
2316,Operations Administrative Assistant,0.38,0.83,0.83,0.94,0.66
2317,Sr Technical Support Technician,0.37,0.75,0.83,0.94,0.63
2318,Protocol/Operations Coordinator I,0.48,0.78,0.66,0.96,0.64
2319, RESEARCH STUDY ASSISTANT,0.74,0.93,0.32,0.61,0.37
2320," Sales Operations Associate, SMB North America",0.66,0.75,0.83,0.79,0.58
2321, Senior Network Operations Technician,0.43,0.87,0.84,0.96,0.58
2322,Customer Experience Specialist,0.71,0.62,0.58,0.56,0.48
2323,Associate Technician Production Operations,0.53,0.75,0.69,0.99,0.51
2324, Technical Operations Trainer,0.81,0.81,0.26,0.73,0.23
2325, Technical Writer II,0.66,0.6,0.56,0.56,0.42
2326,Executive Assistant/PS Operations Specialist,0.36,0.85,0.75,0.87,0.58
2327, Bookseller - Part-Time,0.99,0.63,0.69,0.78,0.41
2328,Operations Center Specialist,0.43,0.82,0.77,0.9,0.58
2329,CORRECTIONAL RECORDS CLERK I,0.75,0.71,0.64,0.7,0.45
2330,"Secretary, Career & Technical Education",0.57,0.62,0.63,0.55,0.56
2331,Chief Operations Office (COO),0.42,0.82,0.66,0.83,0.68
2332,Technical Requirements Engineer 2,0.82,0.99,0.5,0.42,0.21
2333, Regulatory Operations Specialist/Technical Writer  JN -082018-41309,0.52,0.9,0.78,0.96,0.66
2334," Mediabrands - Associate, IT Operations",0.42,0.81,0.82,0.94,0.5
2335,PROGRAM OPERATIONS SPECIALIST,0.42,0.73,0.7,0.98,0.51
2336,Director of Operations,0.54,0.71,0.92,0.86,0.49
2337,Maintenance Worker 056010,0.68,0.8,0.35,0.6,0.39
2338,APC Operator - KNTV/KSTS,0.64,0.56,0.7,0.62,0.53
2339,Technical Support Specialist (2nd shift),0.41,0.81,0.8,0.99,0.55
2340, Office Services Clerk II,0.62,0.64,0.74,0.73,0.42
2341," Partner Operations Manager, Google Technical Services",0.53,0.75,0.82,0.82,0.48
2342, PRIOGRAM OPERATIONS SPECIALIST,0.48,0.89,0.85,0.88,0.62
2343, Systems Operations Night Shift - Application Support,0.52,0.72,0.79,0.88,0.54
2344, Battery Cell Test Operator,0.63,0.57,0.69,0.6,0.46
2345, Customer Service Representative,0.57,0.72,0.65,0.66,0.51
2346, Technical Support Representative: Deposit Operations,0.43,0.74,0.8,0.83,0.52
2347, Technical Operations Engineer,0.84,0.84,0.36,0.45,0.24
2348,CONTACT CENTER REPRESENTATIVE 1,0.69,0.67,0.68,0.69,0.46
2349, Ad Operations Specialist,0.41,0.79,0.71,1.0,0.66
2350,General Labor - Tire Rim Recon,0.58,0.55,0.56,0.6,0.42
2351, Business Operations Associate,0.46,0.87,0.8,0.84,0.58
2352,AESP - Junior High General Clerical Class II-A,0.65,0.71,0.72,0.73,0.5
2353, Office Specialists - Bookstore Clerks (F...,0.69,0.57,0.66,0.6,0.49
2354, Administrative Business Partner,0.93,0.5,0.56,0.6,0.35
2355,Warehouse & Service Operations Specialist,0.35,0.72,0.7,0.84,0.7
2356, 2019 MS&S_Service Engineering Operations_Technical Support Analyst_Int,0.71,0.78,0.36,0.72,0.34
2357,Media Operations Assistant,0.41,0.81,0.79,0.95,0.63
2358, Library Technician (Technical Services),0.72,0.72,0.67,0.64,0.53
2359, Employment Security Specialist III,0.71,0.55,0.75,0.59,0.49
2360," On Campus - Entry Level Global Connected Consumer Experience -
Undergraduate TRACK",0.72,0.6,0.65,0.58,0.48
2361, Switchgear Assembler/Wireperson,0.59,0.62,0.62,0.75,0.6
2362, PLANT OPERATOR,0.57,0.7,0.56,0.56,0.42
2363,Production Control and Operations Center Agent,0.54,0.89,0.69,0.83,0.55
2364, Terminal Custodian,0.65,0.66,0.59,0.7,0.46
2365, AUTOPSY ATTENDANT,0.73,0.68,0.64,0.71,0.56
2366, Associate-Operations,0.41,0.77,0.84,0.83,0.51
2367, Operations Specialist,0.44,0.86,0.8,0.98,0.61
2368, Operations Administrator,0.37,0.82,0.81,0.82,0.53
2369,"Director, Technical Operations Strategy",0.5,0.77,0.98,0.88,0.65
2370,"Executive Director, Enterprise Command Operations",0.51,0.83,0.96,0.81,0.64
2371,Cabin Cleaner,0.61,0.73,0.73,0.7,0.51
2372, Technical Trainee,0.67,0.86,0.32,0.71,0.35
2373," Operations Supervisor, Production Facilities (Day Shift)",0.53,0.7,0.81,0.99,0.66
2374,"Analyst, Media Operations",0.68,0.77,0.25,0.68,0.33
2375,Technical Operations Co-op Fall 2018 Internship,0.55,0.78,0.72,0.92,0.67
2376, Technical Advisor I,0.74,0.71,0.64,0.68,0.57
2377," Technical Coordinator, Client Services Investment Operations",0.45,0.74,0.68,0.8,0.64
2378, Offsite Technical Producer,0.57,0.6,0.61,0.66,0.48
2379,Technical Writer,0.68,0.56,0.57,0.65,0.47
2380, IT Technical Trainer,0.71,0.76,0.43,0.69,0.22
2381, Security Operations Co-Op,0.36,0.89,0.79,0.88,0.64
2382,"Specialist, Merck Educational Engagement, Technical Operations",0.5,0.86,0.75,0.89,0.5
2383,HR Specialist,0.54,0.82,0.69,0.98,0.68
2384,VP Technical Operations,0.7,0.82,1.0,0.8,0.62
2385,Specialist II - Operations,0.51,0.75,0.67,1.0,0.56
2386, Operations Program Facilitator,0.52,0.7,0.65,0.89,0.55
2387,Operations Analyst (Entry Level),0.79,0.86,0.27,0.58,0.28
2388,"Brand Specialist, Ads, Google Technical Services",0.59,0.71,0.63,0.57,0.5
2389,Office Specialist II,0.57,0.58,0.6,0.72,0.58
2390, Technical Documentation Specialist,0.72,0.62,0.6,0.66,0.54
2391, Train Service Personnel III,0.85,0.78,0.26,0.69,0.37
2392,Technical Apprentice,0.72,0.69,0.74,0.65,0.58
2393, Sr. IT Operations Representative,0.54,0.87,0.71,0.84,0.61
2394,"Project Management Coordinator, Brand Operations",0.44,0.88,0.67,0.85,0.65
2395,"Technical Quality Specialist, WhatsApp Product Operations",0.37,0.76,0.73,0.92,0.53
2396,Financial Planning Business Partner III (Technical Operations),0.97,0.54,0.73,0.69,0.41
2397,Supervisor - Call Center Operations,0.38,0.7,0.76,0.82,0.58
2398, Merchandising Operations Specialist,0.47,0.76,0.69,0.95,0.69
2399,"Operations Coordinator (CES-Scottsdale, AZ)",0.37,0.73,0.84,0.81,0.7
2400,Regional Technical Operations Manager,0.5,0.82,0.86,0.94,0.51
2401, Packer Order Filler,0.68,0.57,0.6,0.7,0.51
2402, Front Desk Immigration Assistant,0.74,0.64,0.72,0.64,0.6
2403, Customer Services Operations Specialist,0.54,0.77,0.83,0.97,0.54
2404, IT Program Manager - Technical Operations,0.62,0.66,0.97,0.78,0.46
2405,Cemetery Caretaker,0.63,0.67,0.72,0.74,0.49
2406," Learning & Development Operations, Global Editor",0.36,0.85,0.76,0.89,0.56
2407, New Hire Orientation Coordinator,0.65,0.62,0.7,0.66,0.58
2408,Investigator - Regional Investigations - Global Security & Investigations,0.66,0.6,0.72,0.66,0.44
2409,"Technical Recruiter, Product - Central",0.92,0.52,0.72,0.69,0.5
2410, Process Technician / Operator - Process Development & 3D Integration,0.57,0.63,0.75,0.71,0.43
2411,Cellular/LTE Technician,0.61,0.62,0.68,0.7,0.55
2412," Associate, M&A",0.45,0.86,0.74,0.82,0.61
2413, Technology Support Specialist II,0.54,0.86,0.77,0.93,0.69
2414,Front Desk Administrator - TEMP TO PERM,0.44,0.77,0.85,0.97,0.56
2415," Computer Operator: ATMP : Grand Prairie, TX",0.74,0.83,0.28,0.74,0.28
2416,"MANAGER, OFFICE",0.68,0.69,0.91,0.75,0.6
2417,Program Integration Manager,0.62,0.78,0.81,0.79,0.46
2418,Gaming Expert - The Domain,0.71,0.88,0.36,0.67,0.31
2419,Overnight Technical Support Representative,0.4,0.75,0.68,0.97,0.62
2420, Quality Assurance Analyst,0.69,0.79,0.42,0.7,0.33
2421, Mobile Technology Specialist,0.63,0.6,0.75,0.71,0.46
2422,Python Integration Engineer,0.87,0.95,0.36,0.44,0.19
2423, Contract Negotiator,0.57,0.69,0.6,0.71,0.6
2424, Information Technology Administrator,0.37,0.79,0.81,0.96,0.65
2425,Graduate Admissions Records Evaluator,0.62,0.64,0.67,0.74,0.47
2426,INFORMATION TECHNOLOGY SPECIALIST I - Infrastructure and Operations,0.53,0.75,0.85,0.93,0.59
2427, Tool Driver/Integration Engineer,0.82,0.85,0.35,0.37,0.17
2428," Senior Technology Consultant: Integration, Data Conversion, Reporting –
Higher Education & State / Local Government",0.72,0.9,0.37,0.57,0.37
2429,Information Technology Division Director,0.62,0.84,0.93,0.79,0.54
2430,Application Data Coordinator,0.78,0.76,0.25,0.58,0.25
2431,Plant Systems Specialist,0.64,0.65,0.58,0.68,0.52
2432," Director, Fulfillment & Delivery Technology",0.56,0.65,0.82,0.83,0.48
2433,"Technical Integration Producer, Google Technical Services",0.63,0.68,0.66,0.6,0.47
2434,Global Contact Center Technology Lead,0.62,0.82,0.95,0.86,0.52
2435,Product Owner,0.62,0.73,0.56,0.75,0.53
2436,A/P and A/R Associate,0.49,0.71,0.77,0.9,0.52
2437,Tech Support Specialist (Open until Filled),0.41,0.88,0.76,0.88,0.51
2438,Secondary Firearms Instructor,0.69,0.69,0.67,0.65,0.49
2439,Test & Evaluation Lab Technician- Junior Level,0.67,0.6,0.74,0.67,0.46
2440,Test Consultant 1,0.64,0.71,0.58,0.61,0.54
2441, IT Systems Administrator,0.41,0.86,0.68,0.95,0.51
2442, ServiceNow Intern,0.55,0.73,0.67,0.62,0.45
2443, Enterprise Technology Consultant - Americas Integration Center,0.67,0.65,0.75,0.75,0.53
2444,Geek Squad Appliance Agent - Thunderbird,0.64,0.65,0.69,0.57,0.47
2445,Heterogeneous Integration Technical Leader,0.52,0.66,0.84,0.85,0.61
2446, Student Intern/Graduate Student Intern - Citywide,0.65,0.62,0.57,0.66,0.45
2447,Information Technology Director,0.62,0.85,0.82,0.79,0.54
2448, Postal Test Integration Manager,0.69,0.8,0.98,0.82,0.65
2449,Data Center Program Manager Intern - Oracle Veteran Internship Program,0.67,0.76,0.42,0.74,0.22
2450, Information Technology Specialist,0.57,0.56,0.57,0.59,0.59
2451, Associate-Client Services Proj Mgmt,0.48,0.86,0.81,0.91,0.66
2452,Gaming Expert - Valley Fair,0.77,0.81,0.36,0.66,0.36
2453, Senior Classroom Technology and Integration Specialist,0.75,0.63,0.7,0.57,0.56
2454,Integration Engineer,0.77,0.81,0.37,0.47,0.17
2455,Technology Manager,0.68,0.67,0.99,0.89,0.52
2456,Computer Operator,0.63,0.7,0.67,0.68,0.48
2457, MSAT Scientist,0.75,0.95,0.29,0.63,0.26
2458,Integration Fabric - Developer,0.85,0.95,0.36,0.37,0.15
2459," application developer II - Workforce Management, Starbucks Technology -
Seattle, WA",0.79,0.88,0.5,0.44,0.2
2460,"VP, Technology Consulting",0.68,0.75,0.92,0.77,0.53
2461,"senior systems administrator, Starbucks Technology - Seattle, WA",0.54,0.82,0.72,0.93,0.68
2462, Architect - Technology,0.75,0.9,0.49,0.38,0.29
2463,Integration Support Analyst,0.77,0.89,0.32,0.61,0.34
2464,BRIDGE SERVICES SPECIALIST,0.59,0.63,0.59,0.55,0.59
2465, Technology Specialist,0.64,0.74,0.58,0.67,0.44
2466,Technology Engineering Lead,0.86,0.96,0.32,0.53,0.19
2467,BIOSTATISTICIAN / 40 HOURS / DAY / BWH - CARDIOVASCULAR INNOVATION,0.67,0.75,0.73,0.74,0.47
2468, Systems Integration Engr II,0.57,0.59,0.65,0.71,0.43
2469,Director of Technology,0.63,0.71,0.87,0.88,0.54
2470,Online Services Implementation Coordinator - MSP,0.71,0.58,0.71,0.56,0.44
2471," Technology Director, New Opportunities",0.63,0.82,0.85,0.82,0.56
2472,Service Order Coordinator,0.59,0.71,0.7,0.58,0.49
2473,M &A Integration Lead,0.65,0.72,0.93,0.76,0.57
2474,ECM Analyst,0.68,0.92,0.32,0.61,0.37
2475,HR Business Integration and Technology Project Manager,0.51,0.73,0.87,0.81,0.63
2476, Consultant Business Development,0.7,0.56,0.69,0.66,0.58
2477,Hydrologic Technician,0.61,0.66,0.65,0.65,0.49
2478, Receptionist/Compliance Assistant,0.59,0.7,0.64,0.74,0.45
2479, Technology Integration Designer,0.94,0.64,0.68,0.77,0.52
2480,ModelN SME,0.62,0.67,0.58,0.66,0.45
2481,Emmy® Award-winning,0.7,0.66,0.63,0.6,0.6
2482, Product Advisor - The Domain,0.66,0.76,0.29,0.74,0.4
2483,Gaming Expert,0.68,0.73,0.59,0.74,0.43
2484, Director of Technology Centers,0.52,0.67,0.91,0.91,0.52
2485, Associate - Projects,0.55,0.79,0.68,0.89,0.64
2486, Automotive FAE - Packaging Specialist,0.72,0.64,0.67,0.6,0.53
2487," System Administrator, Global Talent Technology",0.55,0.71,0.83,0.91,0.55
2488,Transitioning Military Technicians,0.74,0.65,0.62,0.59,0.45
2489,Sr. Associate - Ad Tech,0.52,0.82,0.83,0.85,0.52
2490,Social Media Manager,0.5,0.75,1.0,0.89,0.51
2491,Corporate Development Associate,0.53,0.86,0.65,0.96,0.56
2492," VP, Technology",0.53,0.7,0.89,0.83,0.51
2493, Deskside Support Technician Job,0.38,0.85,0.85,0.96,0.56
2494,Data Center Technician,0.7,0.79,0.28,0.66,0.32
2495,IT Analyst,0.79,0.89,0.31,0.62,0.34
2496,Support and Integration Engineer - Brighterion,0.77,0.84,0.37,0.4,0.17
2497,Technology Consultant,0.72,0.72,0.59,0.56,0.55
2498, IT Intern,0.59,0.63,0.56,0.6,0.56
2499,Integration Consultant - Full Time - Entry Level,0.71,0.59,0.62,0.58,0.41
2500, Director of Enterprise Applications,0.7,0.78,0.91,0.9,0.62
2501," SVP, Business Integration",0.66,0.65,0.84,0.88,0.53
2502, Assembler,0.75,0.68,0.74,0.59,0.57
2503,Technology Architect,0.76,1.0,0.33,0.45,0.31
2504, Lead Integration Technician,0.59,0.74,1.0,0.84,0.57
2505,Supply Chain Integration Developer,0.66,0.92,0.38,0.63,0.2
2506, Manager of Supply Chain & Merchandising Applications,0.77,0.75,0.25,0.67,0.24
2507,IT Business Operations Consultant,0.39,0.83,0.66,0.86,0.53
2508, IT Helpdesk,0.67,0.68,0.69,0.6,0.42
2509, Integration Analyst-Programmer,0.67,0.84,0.44,0.59,0.25
2510,Content Integration Specialist,0.57,0.67,0.69,0.68,0.57
2511,Integration Manager,0.6,0.68,0.86,0.88,0.57
2512,Program Planner (Planning and Integration),0.66,0.69,0.68,0.73,0.52
2513," Instructional Technology Specialist (0.5 FTE), 1 Year Appointment, ICTS
Department",0.96,0.5,0.69,0.78,0.43
2514, Studio Operator,0.71,0.69,0.56,0.67,0.43
2515, Messaging / Active Directory Administrator,0.69,0.81,0.82,0.77,0.57
2516, Information Technology Assistant Director,0.57,0.66,0.91,0.83,0.47
2517, Receiving Clerk II,0.71,0.73,0.7,0.71,0.44
2518, Telecom Analyst,0.7,0.79,0.4,0.74,0.34
2519, Integration Developer,0.88,0.93,0.38,0.44,0.17
2520, Application Engineering & Integration Services,0.71,0.94,0.39,0.46,0.26
2521, Library Information Technology Support Specialist,0.41,0.8,0.74,0.88,0.66
2522, Communications Coordinator,0.64,0.67,0.73,0.72,0.58
2523,CargoWise Integration Specialist,0.6,0.56,0.6,0.61,0.58
2524, Semiconductor Process Integration Engineer,0.83,0.82,0.33,0.38,0.28
2525,Assistant Vice President - Technology,0.7,0.72,0.74,0.59,0.46
2526,Integration Engineer - Tools,0.75,0.87,0.48,0.47,0.3
2527,"Partner Technology Manager, YouTube",0.6,0.66,0.81,0.86,0.59
