skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
9960,media measurement tools,Domain Skill,Beginner," SVP, Business Integration",0.52
9961,media mix modeling,Domain Skill,Intermediate,"Data Scientist - Marketing, Digital Media Analyst",0.59
9962,media monitoring,Domain Skill,Intermediate, Post Doctoral Fellow,0.59
9963,media planning,Domain Skill,Beginner,"Client Solutions Manager, Seattle",0.41
9964,media relations,Domain Skill,Beginner, Communications/PR/Content Specialist,0.57
9965,media reviews,Domain Skill,Beginner, Classified Cyber Security Analyst Sr,0.4
9966,media streaming and storage formats,Domain Skill,Intermediate,"Director, Standards & Strategy",0.54
9967,media technology integration,Domain Skill,Intermediate, Senior Classroom Technology and Integration Specialist,0.49
9968,media workflow improvement,Domain Skill,Beginner, Senior Classroom Technology and Integration Specialist,0.54
9969,medicaid dmepos,Domain Skill,Beginner,Compliance Analyst,0.55
9970,medical device/pharmaceutical industry knowledge,Domain Skill,Beginner,"Manager, Biostatistics and Data Management (Neurovascular)",0.51
9971,medical devices (experience),Domain Skill,Intermediate,Project Manager Big Data Analytics,0.49
9972,medical imaging,Domain Skill,Intermediate, Senior Artificial Intelligence Researcher,0.57
9973,medical information analysis,Domain Skill,Intermediate,Data Scientist-DIS,0.46
9974,medical knowledge development,Domain Skill,Beginner, Field Consultant-Neuroscience-New England,0.57
9975,medical record abstraction,Domain Skill,Beginner,CIBMTR Data Manager,0.58
9976,medical record keeping,Domain Skill,Beginner,Clinical Quality Manager,0.59
9977,medical record management,Soft Skill,Intermediate," Patient Account Liaison, Patient Care Representative -- Weekends",0.77
9978,medical records review,Domain Skill,Intermediate," Clinical Data Analyst, Quality Assurance Abstracting",0.41
9979,medical student advising,Domain Skill,Intermediate,Assistant Dean,0.55
9980,medical terminologies (e.g.,Domain Skill,Intermediate,"Director, Informatics",0.54
9981,medical terminology,Domain Skill,Intermediate," Clinical Data Analyst, Quality Assurance Abstracting, Data Analyst - SCPA Administration",0.43
9982,medical/clinical terminology,Domain Skill,Intermediate, Clinical Research Data Manager 2,0.49
9983,medicalis,Domain Skill,Intermediate,Executive Assistant/PS Operations Specialist,0.4
9984,medicare,Domain Skill,Beginner,Compliance Analyst,0.47
9985,medicare part d regulatory requirements,Domain Skill,Intermediate, Software Test Specialist I,0.54
9986,medication management,Soft Skill,Beginner,BRIDGE SERVICES SPECIALIST,0.8
9987,meditech),Domain Skill,Intermediate,Database Specialist - Med Staff - North Phoenix,0.4
9988,meeting agenda preparation,Domain Skill,Intermediate, Business Analyst (Orthopedics),0.44
9989,member data,Domain Skill,Intermediate,Data Analyst IV,0.41
9990,member engagement,Domain Skill,Intermediate," On Campus - Entry Level Global Connected Consumer Experience -
Undergraduate TRACK",0.4
9991,member engagement/experience strategy,Domain Skill,Beginner," SVP, PBM Operations",0.51
9992,memcache),Domain Skill,Beginner, Full Stack Developer,0.44
9993,memory controller architecture,Domain Skill,Intermediate,Research Staff Member,0.51
9994,memory),Domain Skill,Beginner, IT Intern,0.56
9995,memos,Domain Skill,Intermediate, Project Coordinator,0.57
9996,mems process technology,Domain Skill,Beginner,Integration Engineer,0.53
9997,memsql,Hard Skill,Intermediate, Software and Data Pipeline Architect,0.8
9998,mentor recruitment and assignment,Domain Skill,Intermediate,Assistant Dean,0.44
9999,mentorship,Domain Skill,Beginner,"Sourcing Manager, Virtual/Augmented Reality",0.45
10000,mentorship and knowledge transfer,Domain Skill,Intermediate, MDM Developer,0.41
10001,meraki environments,Domain Skill,Beginner," VP, Technology",0.47
10002,meraki/cisco routers and switches,Domain Skill,Intermediate, Systems Administrator,0.53
10003,merchandising,Domain Skill,Beginner,"Manager I, Master Data Office (MDO),  Project Team Specialist - Overnight (Austin TX), Sales Consultant, Home Theater, Appliances, Gaming, and Entertainment,  Sales Consultant - Gaming, Ent, DI, Sales Consultant - HT, Gaming, Ent, Merchandising Specialist, Sales Consultant - Comp, Hurley Part-Time Under Associate, Tempe, AZ,  Field Consultant2366 ( San Francisco, CA),  Sales Consultant - Comp",0.58
10004,merchandising,Domain Skill,Intermediate,"Manager I, Master Data Office (MDO),  Project Team Specialist - Overnight (Austin TX), Sales Consultant, Home Theater, Appliances, Gaming, and Entertainment,  Sales Consultant - Gaming, Ent, DI, Sales Consultant - HT, Gaming, Ent, Merchandising Specialist, Sales Consultant - Comp, Hurley Part-Time Under Associate, Tempe, AZ,  Field Consultant2366 ( San Francisco, CA),  Sales Consultant - Comp",0.44
10005,merchandising standard execution,Domain Skill,Intermediate,Customer Service Specialist,0.5
10006,merchandising standards maintenance,Domain Skill,Beginner,"Hurley Seasonal Associate, Tempe, AZ",0.52
10007,merchandising tasks,Domain Skill,Beginner, Market 14 Deployment Functionality Technician (Overnight),0.45
10008,merchant and credit card products knowledge,Domain Skill,Beginner, Fraud Analyst 4,0.57
10009,mercurial,Domain Skill,Beginner," Development Engineer, Full stack Node JS/React JS, Machine Learning Software Engineer 3",0.56
10010,merge rules,Domain Skill,Beginner, MDM Developer,0.55
10011,mergers and acquisitions,Domain Skill,Intermediate, Chief Human Resources Officer,0.51
10012,mergers and acquisitions integration,Domain Skill,Intermediate,"VP, Technology Consulting",0.54
10013,mes (manufacturing execution system),Domain Skill,Intermediate," Industrial Engineer, Warehousing and Logistics",0.57
10014,mesos,Domain Skill,Beginner,Data Warehouse Architect,0.46
10015,message delivery configuration,Domain Skill,Intermediate,"Data Scientist, Patient Messaging",0.54
10016,message handling,Domain Skill,Beginner,OR Control Desk Spec,0.57
10017,message oriented middleware (e.g. zeromq,Domain Skill,Beginner,Machine Learning Software Engineer 3,0.48
10018,message oriented middleware (jms,Domain Skill,Beginner, IOT Architect,0.49
10019,message queues,Domain Skill,Intermediate," Developer M2M,  Full Stack Java Developer",0.54
10020,message-driven architectures,Domain Skill,Beginner, Integration Architect,0.57
10021,messaging,Domain Skill,Intermediate,Group Systems Architect,0.48
10022,messaging (rabbitmq),Domain Skill,Intermediate, Software Architect,0.55
10023,messaging middleware (activemq,Domain Skill,Intermediate, Cloud Software Engineer,0.49
10024,messaging products,Domain Skill,Beginner,Senior Integration Architect - Cloud/Middleware,0.49
10025,messaging systems,Domain Skill,Intermediate," Lead Data Engineer, Cloud Architect,  Messaging / Active Directory Administrator",0.4
10026,messaging systems,Domain Skill,Beginner," Lead Data Engineer, Cloud Architect,  Messaging / Active Directory Administrator",0.56
10027,messy real-world data handling,Domain Skill,Beginner, Clinical Database Analyst / Reports Writer (MCC-CISS),0.57
10028,meta data definition,Domain Skill,Beginner, Business Data Architect,0.45
10029,meta directory services,Domain Skill,Intermediate,Information Security Analyst- Distributed Directory Services- IAM,0.57
10030,metadata,Domain Skill,Intermediate,"Data Solutions Designer (App Sys Eng 6),  Data Delivery - Data Governance and Quality - Manager",0.51
10031,metadata creation,Domain Skill,Intermediate,Software/Data Architect,0.42
10032,metadata definition,Domain Skill,Beginner,Data Warehouse/Analytics Architect-Houston Location,0.58
10033,metadata dimension structures,Domain Skill,Intermediate,"senior hfm/gl administrator, Finance Systems - Global Reporting - Seattle,
WA",0.51
10034,metadata layer,Domain Skill,Beginner,Data Warehouse/Business Intelligence,0.5
10035,metadata management,Soft Skill,Intermediate,"Big Data Engineer,  Data & Reporting Engineer,  Hadoop Developer, BI Solution Architect,  Principal Business Intelligence Data Architect, Enterprise Data Architect, BIS - Data Architect - Regional Locations (Dewitt, Oneonta, Canton, Olean,
Jermyn or Burlington), Data Architect,  Shared Risk Platform Data Management Consultant (Analytic Cons 4), Senior Data Analyst, Master Data Management (MDM) Manager, IT Architect Sr.",0.7
10036,metadata management platforms,Soft Skill,Beginner,Principal Business Intelligence Data Architect,0.76
10037,metadata modeling,Domain Skill,Intermediate,Data Scientists Analyst,0.42
10038,metadata modeling techniques (framework and olap),Domain Skill,Beginner, Cognos Developer,0.54
10039,metadata repositories,Domain Skill,Intermediate, Boston Data & Analytics Business Intelligence Manager,0.5
10040,metadata solutions,Domain Skill,Intermediate, ITS Business Intelligence and Analytics Engineer,0.41
10041,metadata sources,Domain Skill,Beginner, Master Data Systems Specialist Principal – PSJH,0.57
10042,metal conditioning and opaquing,Domain Skill,Intermediate, Technical Trainee,0.54
10043,metal deposition,Domain Skill,Intermediate,Integration Engineer,0.41
10044,metamask,Domain Skill,Intermediate,Developer Advocate / Technology Evangelist,0.49
10045,metasploit,Domain Skill,Beginner,Senior Cyber Security Analyst,0.42
10046,meteor,Domain Skill,Intermediate,Full Stack JavaScript Developer,0.46
10047,meter data management system,Soft Skill,Intermediate," IT Solutions Architect, Plant Systems Specialist",0.62
10048,methodologic approaches,Domain Skill,Intermediate, System Director Data Science & Advanced Analytics,0.5
10049,methodologies,Domain Skill,Beginner,"Vice President of Data Analytics & BI, Management Consultant - New York, Principal Enterprise Architect",0.55
10050,methodology development,Domain Skill,Beginner,Big Data Delivery Engineer (REMOTE) - Professional Services,0.43
10051,methodology improvement,Domain Skill,Beginner,Big Data Delivery Engineer (REMOTE) - Professional Services,0.53
10052,methodology knowledge,Domain Skill,Intermediate,Customer Success Specialist,0.41
10053,methods development for pest detection and inspection,Domain Skill,Intermediate,Biological Scientist,0.58
10054,metric analysis,Domain Skill,Beginner, IT Security Analyst,0.42
10055,metric dashboard development,Domain Skill,Intermediate," Associate, Global Payment Analytics",0.56
10056,metric definition,Domain Skill,Intermediate, Business Intelligence Analyst,0.45
10057,metric development,Domain Skill,Beginner, Diversity Consultant,0.59
10058,metric reporting,Domain Skill,Beginner, Sr. IT Operations Representative,0.54
10059,metric tracking,Domain Skill,Beginner,Business Strategy Analyst VIE (H/F),0.51
10060,metric tracking and trending,Domain Skill,Intermediate,"Manager, Development Sciences Quality",0.51
10061,metrics,Domain Skill,Beginner,"Data Analyst II,  Supervisor, Quality Program Analytics",0.44
10062,metrics analysis,Domain Skill,Beginner,"Sourcing Manager, Virtual/Augmented Reality,  HBO Business Continuity Analyst, CCBD Techology - Agile Delivery Team - Analyst, Digital Media Analyst, Risk Analyst - Social Media",0.45
10063,metrics analysis and reporting,Domain Skill,Intermediate,"Manager, Development Sciences Quality, Systems Administrator II",0.56
10064,metrics and measures,Domain Skill,Intermediate,"Process Improvement Consultant, Secret Clearance, Bremerton WA",0.49
10065,metrics and reporting,Domain Skill,Intermediate, BUSINESS ANALYST - METRICS & REPORTING,0.55
10066,metrics and reports,Domain Skill,Beginner, Data Engineer,0.6
10067,metrics definition,Domain Skill,Beginner, Data Warehouse/Business Intelligence Developer,0.4
10068,metrics design,Domain Skill,Intermediate, Data Analyst,0.53
10069,metrics development,Domain Skill,Intermediate," Workforce Analytics Analyst, Gas Quality Information Analyst - (San Ramon or Morgan Hill), Scientist: Computer Vision & Machine Learning",0.53
10070,metrics driven product development,Domain Skill,Intermediate," Senior Product Manager, Computer Vision, Artificial Intelligence",0.56
10071,metrics generation and presentation,Domain Skill,Intermediate, Big Data Engineer,0.4
10072,metrics infrastructure development,Domain Skill,Intermediate," Data Protection Business Analyst, Info Protection & Gov, WW DSS",0.46
10073,metrics management,Soft Skill,Expert,Site Quality Manager,0.78
10074,metrics reporting,Domain Skill,Intermediate," Entry Level IT/HR consultant, Information Security and Compliance Analyst,  Disaster Recovery Analyst",0.52
10075,metrics technologies (graphite,Domain Skill,Beginner,Software Developer 3,0.51
10076,metrics tracking,Domain Skill,Beginner," Business Analyst,  People Data Privacy Specialist",0.58
10077,metrics-driven product development,Domain Skill,Intermediate,"Senior Product Manager - Zestimate, Artificial Intelligence",0.42
10078,metrics-driven sales,Domain Skill,Beginner, Product Advisor - The Domain,0.5
10079,metro ethernet,Domain Skill,Intermediate,Comcast Solutions Architect,0.54
10080,metrology,Domain Skill,Beginner," Supplier Quality Manager, Integration Engineer",0.44
10081,metrology technology (afm,Domain Skill,Intermediate,Wafer Metrology Data Development Engineer,0.56
10082,metrology tools operation,Domain Skill,Intermediate, Process Technician / Operator - Process Development & 3D Integration,0.53
10083,micro business development strategy,Domain Skill,Intermediate,Project Manager and Analytics Specialist IV (Smart Mobility Strategist),0.58
10084,micro services,Domain Skill,Beginner, Application Architect,0.54
10085,micro strategy,Domain Skill,Intermediate, Business Analyst I,0.51
10086,micro-benchmarks,Domain Skill,Beginner," DL Performance Analysis Architect, DL Performance Analysis Architect",0.52
10087,micro-benchmarks,Domain Skill,Beginner," DL Performance Analysis Architect, DL Performance Analysis Architect",0.41
